Status,Action needed,Product,Category,Photos,Price,Size of first photo,Edit link
"Complete","","92.5 Pure Silver Floral purple and CZ Designer Cuff Band Bracelet","Jewellery / Womens / bands","4","3000","2048x2048","https://www.sreerasthusilvers.com/admin/products/wlYcylH0M5rwvc1F1Xrz"
"Complete","","92.5 Pure Silver Grey Belt Band Bracelet for Men | Rose Gold CZ Designer Bracelet","Jewellery / Womens / bands","3","2800","2048x2048","https://www.sreerasthusilvers.com/admin/products/yyRymzT2yerhJ8mkMl4N"
"Complete","","92.5 Pure Silver Olive Green Belt Band Bracelet for Men | Rose Gold CZ Designer Bracelet","Jewellery / Womens / bands","3","2800","2048x2048","https://www.sreerasthusilvers.com/admin/products/XJ6c2QEHHf6hMRZSszjU"
"Complete","","92.5 Pure Silver Rose Gold CZ Designer Cuff Band Bracelet","Jewellery / Womens / bands","4","3000","2048x2048","https://www.sreerasthusilvers.com/admin/products/M0p5mSMLheizhCpusoMm"
"Complete","","92.5 Pure Silver Rose Gold Heart Charm Designer Cuff Band Bracelet","Jewellery / Womens / bands","4","3000","2048x2048","https://www.sreerasthusilvers.com/admin/products/dZpi2RUDFH1Vfy6aBzBP"
"Complete","","92.5 Pure Silver Antique Gold Polish Bangles - Set of 2 with Traditional Mango Motifs","Jewellery / Womens / BANGLES","3","26800","2048x2048","https://www.sreerasthusilvers.com/admin/products/8dfUiLF8mlKqrporzh4D"
"Complete","","92.5 Pure Silver Antique Gold Polish Oval Ruby Filigree Bangles","Jewellery / Womens / BANGLES","4","32000","2048x2048","https://www.sreerasthusilvers.com/admin/products/TRjsqWVeoFoUN5Yn26OG"
"Complete","","92.5 Pure Silver Antique Gold Polish Screw Kadas - Set of 2 with Goddess Lakshmi & Peacock Engravings","Jewellery / Womens / BANGLES","4","33000","2048x2048","https://www.sreerasthusilvers.com/admin/products/80qjNrNaxsocoH3kIgXq"
"Complete","","92.5 Pure Silver Gold Polish Antique Designer bangles | Intricate Floral & Beaded Work Bangle","Jewellery / Womens / BANGLES","3","26199.96","2048x2048","https://www.sreerasthusilvers.com/admin/products/j6Kys8vDWozZYXK4T9Gx"
"Complete","","92.5 Pure Silver Gold Polish Antique Designer bangles | Intricate Paisley & Ruby Stone Work","Jewellery / Womens / BANGLES","4","34200","2048x2048","https://www.sreerasthusilvers.com/admin/products/zUzHU6qevIZ6B9THRNzl"
"Complete","","92.5 Pure Silver Gold Polish Antique Designer Kada | Intricate Floral Work & Ruby Stone Bangle","Jewellery / Womens / BANGLES","4","31850","2048x2048","https://www.sreerasthusilvers.com/admin/products/NZ5Ce0gjeknxurGz0DyH"
"Complete","","92.5 Pure Silver Gold Polish Antique Lakshmi Kada bangles | Traditional Temple Design with Ruby Stones","Jewellery / Womens / BANGLES","3","29700","2048x2048","https://www.sreerasthusilvers.com/admin/products/MHNo749y7SaqRiopH87h"
"Complete","","92.5 Pure Silver Gold Polish Bangles - Set of 2 Openwork Marquis Link Navaratna bangles Set","Jewellery / Womens / BANGLES","4","14200","2048x2048","https://www.sreerasthusilvers.com/admin/products/fqk02O0GrAhv6VDHorOA"
"Complete","","92.5 Pure Silver Gold Polish Designer bangles | Traditional Leaf Pattern with Ruby & Black Stone Work","Jewellery / Womens / BANGLES","4","23750","2048x2048","https://www.sreerasthusilvers.com/admin/products/OmHEySzUOFwg3CjM6kh6"
"Complete","","92.5 Pure Silver Gold Polish Slim Bangles - Pair of 2 with Repeating Pinwheel Texture","Jewellery / Womens / BANGLES","4","18700","2048x2048","https://www.sreerasthusilvers.com/admin/products/6LTVG95mTIgzyACSwRaM"
"Complete","","92.5 Pure Silver Gold-Plated Emerald & CZ Openwork Royal Bangles","Jewellery / Womens / BANGLES","4","31500","2048x2048","https://www.sreerasthusilvers.com/admin/products/dhsX3pAo7krXMn2UVZRT"
"Complete","Same name as another product - check they are two different pieces","92.5 Pure Silver Gold-Plated Royal Ruby Floral Bangles","Jewellery / Womens / BANGLES","4","13700","2048x2048","https://www.sreerasthusilvers.com/admin/products/AkoNe60Iuq1SGx9s2nw6"
"Complete","Same name as another product - check they are two different pieces","92.5 Pure Silver Gold-Plated Royal Ruby Floral Bangles","Jewellery / Womens / BANGLES","3","19200","2048x2048","https://www.sreerasthusilvers.com/admin/products/v2Aifc0YDAAIh96inghn"
"Complete","","92.5 Pure Silver Rhodium-Finish Royal Ruby & Emerald Bangles","Jewellery / Womens / BANGLES","4","30300","2048x2048","https://www.sreerasthusilvers.com/admin/products/RInGC0mBJhzkglTjZ9px"
"Complete","","92.5 Pure Silver Rose Gold Bangles with American Diamond Floral Accents - Set of 2","Jewellery / Womens / BANGLES","4","45600","2048x2048","https://www.sreerasthusilvers.com/admin/products/vYyS8Tdmk8w0aLZjdnPP"
"Complete","","92.5 Pure Sterling Silver Gold Polish Bangles | Two-Tone Honeycomb Design","Jewellery / Womens / BANGLES","5","21500","2048x2048","https://www.sreerasthusilvers.com/admin/products/0Lzg8ndJtIHpla8K5EqN"
"Complete","","92.5 Pure Sterling Silver Gold Polish Bangles with Sparkling American Diamonds","Jewellery / Womens / BANGLES","3","15800","2048x2048","https://www.sreerasthusilvers.com/admin/products/cCdB6eXUoYZjROCimUzy"
"Complete","","92.5 Sterling Silver Gold Polish Square-Cut Emerald Tennis Bangles","Jewellery / Womens / BANGLES","4","26500","2048x2048","https://www.sreerasthusilvers.com/admin/products/wvEvi1zHA6EBd7YtNHMJ"
"Complete","","92.5 Sterling Silver Platinum Finish Eternal Tennis Bracelets","Jewellery / Womens / BANGLES","3","14000","2048x2048","https://www.sreerasthusilvers.com/admin/products/zwx0gH0zzfluhWVEIdSK"
"Complete","","Antique Gold-Plated Ashta Lakshmi Nakshi Temple Bangles with Emerald Green Accents","Jewellery / Womens / BANGLES","4","21350","2048x2048","https://www.sreerasthusilvers.com/admin/products/jfxhGGF9kQrHFu9Ymfjy"
"Complete","","Antique Gold-Plated Ashta Lakshmi Temple Bangles with Kemp Stone Accents","Jewellery / Womens / BANGLES","5","22750","2048x2048","https://www.sreerasthusilvers.com/admin/products/KK7vsYfPOlEBOek4Yjo9"
"Complete","","Antique Gold-Plated Botanical Leaf Filigree Bangles with Ruby Kemp Accents","Jewellery / Womens / BANGLES","3","23650","2048x2048","https://www.sreerasthusilvers.com/admin/products/0nwNyEDUk8k1Bx5QswkO"
"Complete","","Antique Gold-Plated Lakshmi & Floral Temple Bangles with Kemp Stones","Jewellery / Womens / BANGLES","4","21800","2048x2048","https://www.sreerasthusilvers.com/admin/products/Ld15UYuuEvdqJqbpsP8L"
"Complete","","Antique Gold-Plated Lakshmi & Kalash Temple Bangles with Pearl Beading","Jewellery / Womens / BANGLES","4","30600","2048x2048","https://www.sreerasthusilvers.com/admin/products/sL02Z1pCsibcTwk66UZo"
"Complete","Same name as another product - check they are two different pieces","Detailed 92.5 Sterling Silver Rose Gold Polish CZ Filigree Bangles","Jewellery / Womens / BANGLES","4","17400","2048x2048","https://www.sreerasthusilvers.com/admin/products/4uEYvRiot5YWytOnjzKo"
"Complete","Same name as another product - check they are two different pieces","Detailed 92.5 Sterling Silver Rose Gold Polish CZ Filigree Bangles","Jewellery / Womens / BANGLES","4","34200","2048x2048","https://www.sreerasthusilvers.com/admin/products/DRDKbOWNSCV4AjtPWi0P"
"Complete","Same name as another product - check they are two different pieces","Detailed 92.5 Sterling Silver Rose Gold Polish CZ Filigree Bangles","Jewellery / Womens / BANGLES","4","34200","2048x2048","https://www.sreerasthusilvers.com/admin/products/RLV9QZDamc1xKHkbPIox"
"Complete","","Golden Radiance: 92.5 Pure Silver 22k Gold Polished Textured Bangles","Jewellery / Womens / BANGLES","4","14500","2048x2048","https://www.sreerasthusilvers.com/admin/products/VqKHAOrELNjJ46kSxpQ1"
"Complete","","Golden Radiance: 92.5 Pure Silver Gold Polish Slim Bangles - Pair of 2 with Matte Lining & High-Shine Motifs","Jewellery / Womens / BANGLES","4","12800","2048x2048","https://www.sreerasthusilvers.com/admin/products/eKukLl2D0doUirqkAASj"
"Complete","","Handcrafted 92.5 Pure Silver Nakashi Antique Bangles with Ruby & Emerald Accents","Jewellery / Womens / BANGLES","5","19900","2048x2048","https://www.sreerasthusilvers.com/admin/products/MnZThgKGdR32ejTmOxqG"
"Complete","","Handcrafted 92.5 Pure Silver Temple Jewelry Laxmi Kasula Bangles","Jewellery / Womens / BANGLES","4","24700","2048x2048","https://www.sreerasthusilvers.com/admin/products/BkNVxDe6xM7ryypjX269"
"Complete","","Handcrafted 92.5 Silver Sparkling Diamond-Cut Cubic Zirconia Bangles with Secure Clasp","Jewellery / Womens / BANGLES","4","17000","2048x2048","https://www.sreerasthusilvers.com/admin/products/7K037ZeNgWgOLp5gVDU7"
"Complete","Same name as another product - check they are two different pieces","Handcrafted 92.5 Sterling Silver Geometric Emerald Glass & White Stone Bangles","Jewellery / Womens / BANGLES","4","11000","2048x2048","https://www.sreerasthusilvers.com/admin/products/9osHr5t4c6LrFYpWKRNI"
"Complete","Same name as another product - check they are two different pieces","Handcrafted 92.5 Sterling Silver Geometric Emerald Glass & White Stone Bangles","Jewellery / Womens / BANGLES","3","11200","2048x2048","https://www.sreerasthusilvers.com/admin/products/UMdEEnw4p7Isc56Kfz8n"
"Complete","","Handcrafted 92.5 Sterling Silver Gold Polish Divine Peacock Kemp Bangle Set","Jewellery / Womens / BANGLES","3","22700","2048x2048","https://www.sreerasthusilvers.com/admin/products/dpzTtJHVSxhlRFpB7FKh"
"Complete","","Handcrafted Pure Silver Slim Gold-Plated Laser-Cut Textured Bangles","Jewellery / Womens / BANGLES","4","13600","2048x2048","https://www.sreerasthusilvers.com/admin/products/3MaxTReW47FYf5is0fSQ"
"Complete","","Luxury  Gold Polish 92.5 Pure Silver Sparkling Zircon Bangles – Timeless Ethnic Wear","Jewellery / Womens / BANGLES","4","20500","2048x2048","https://www.sreerasthusilvers.com/admin/products/3oXYUxKt629Ez1xeXGOO"
"Complete","","Smooth High-Shine 92.5 Sterling Silver 22k Gold Polish Bangles","Jewellery / Womens / BANGLES","4","14500","2048x2048","https://www.sreerasthusilvers.com/admin/products/QpmZcBn9iZfqgqFqMhV0"
"Complete","","Classic Dark Blue Multi-Layered Fine Silver Festive Mala with Pearl Accents","Jewellery / Womens / beads mala","4","18900","2048x2048","https://www.sreerasthusilvers.com/admin/products/HJa78CWKCIMk985a7Swc"
"Complete","","Classic Deep Emerald Green Multi-Line Fine Silver Layering Mala","Jewellery / Womens / beads mala","4","12400","2048x2048","https://www.sreerasthusilvers.com/admin/products/Impk9RV39S20cLAs3BPY"
"Complete","","Classic Emerald Green & Luminous Pearl Multi-Layered Fine Silver Festive Mala","Jewellery / Womens / beads mala","4","18900","2048x2048","https://www.sreerasthusilvers.com/admin/products/hsOtu44zlqA6lhCsBn2s"
"Complete","","Classic Emerald Green Multi-Layered Silver Festive Mala with Pearl Accents","Jewellery / Womens / beads mala","4","19099.97","2048x2048","https://www.sreerasthusilvers.com/admin/products/FdEvuJcO5jg2QBsPZ1Og"
"Complete","","Classic Luminous White Pearl Multi-Line Fine Silver Layering Mala","Jewellery / Womens / beads mala","4","16300","2048x2048","https://www.sreerasthusilvers.com/admin/products/Ekmq4NLgkXZIVXO5qeNu"
"Complete","","Classic Red Coral Cylinder & White Seed Bead Long Layered Silver Mala","Jewellery / Womens / beads mala","4","16300","2048x2048","https://www.sreerasthusilvers.com/admin/products/5vhrOQeHl394SuVzJPxx"
"Complete","","Classic Ruby Pink & White Pearl Bead Long Layered Silver Mala","Jewellery / Womens / beads mala","5","16000","2048x2048","https://www.sreerasthusilvers.com/admin/products/hayYlbE7dkc5A15srIdF"
"Complete","","Divine Antique Gold-Plated Lakshmi Temple Motif Long Haram","Jewellery / Womens / beads mala","4","17400","2048x2048","https://www.sreerasthusilvers.com/admin/products/iKpEr9TCT1ZYXmh7Pg0c"
"Complete","Same name as another product - check they are two different pieces","Grand Layered Pearl Mala with Antique Gold-Plated Silver Spacer Beads","Jewellery / Womens / beads mala","4","29300","2048x2048","https://www.sreerasthusilvers.com/admin/products/LUqfQkarZZYTu7xpgaNc"
"Complete","Same name as another product - check they are two different pieces","Grand Layered Pearl Mala with Antique Gold-Plated Silver Spacer Beads","Jewellery / Womens / beads mala","4","34499.98","2048x2048","https://www.sreerasthusilvers.com/admin/products/icevyox1GaqLzg8sBduV"
"Complete","","Grand Layered Sapphire Blue Bead Mala with Antique Gold-Plated Nakshi Accents","Jewellery / Womens / beads mala","4","27300","2048x2048","https://www.sreerasthusilvers.com/admin/products/CYYjBcC7mcVIXCu1vDyq"
"Complete","","Minimalist Three-Line Emerald Faceted Bead Haram in Gold Polish","Jewellery / Womens / beads mala","5","11700","2048x2048","https://www.sreerasthusilvers.com/admin/products/H3vtI6888q9ozE96wKrA"
"Complete","","Royal Mixed Gemstone Faceted Bead Haram with Antique Nakshi Spacers","Jewellery / Womens / beads mala","4","21000","2048x2048","https://www.sreerasthusilvers.com/admin/products/Wq5c5UB63CvGMaGbbzai"
"Complete","","Royal Pastel Green Faceted Bead Haram with Antique Gold-Plated Statement Beads","Jewellery / Womens / beads mala","4","16899.98","2048x2048","https://www.sreerasthusilvers.com/admin/products/MkfivnejzB5bpWOQca8R"
"Complete","","Royal Pearl Guttapusalu Style Haram with Antique Gold Plated Silver Spacers","Jewellery / Womens / beads mala","4","9000","2048x2048","https://www.sreerasthusilvers.com/admin/products/VvOYB4WdNcQ0V1iWfIsB"
"Complete","","Royal Ruby Faceted Bead Haram with Antique Gold-Plated Spacer Pearls","Jewellery / Womens / beads mala","4","25000","2048x2048","https://www.sreerasthusilvers.com/admin/products/svj1hXtoVotIfNJMk0S4"
"Complete","","Heritage Multi-Strand Purple & Pearl Bead Mala with Nakshi Peacock Beads","Jewellery / Womens / beeds mala","3","16000","2048x2048","https://www.sreerasthusilvers.com/admin/products/38eh8Y6EgDxDFowwiEIl"
"Complete","","92.5 Pure Silver Black Beads Mangalsutra Necklace for Women | Crescent Moon CZ Designer Daily Wear Mangalsutra","Jewellery / Womens / black beads","3","6500","2048x2048","https://www.sreerasthusilvers.com/admin/products/nkLosPWX0VS6lqZJ9TGt"
"Complete","","92.5 Pure Silver Black Beads Mangalsutra Necklace for Women | Elegant CZ Designer Daily Wear Mangalsutra","Jewellery / Womens / black beads","3","5600","2048x2048","https://www.sreerasthusilvers.com/admin/products/IMtSbRKG4E5FtPiqT1to"
"Complete","","92.5 Pure Silver Black Beads Mangalsutra Necklace for Women | Ruby Drop Gold Finish Designer Mangalsutra","Jewellery / Womens / black beads","3","5000","2048x2048","https://www.sreerasthusilvers.com/admin/products/IzyFSTXhz8gCopP8YpZQ"
"Complete","","92.5 Pure Silver Black Beads Mangalsutra Set with Floral Enamel Pendant & Matching Earrings | Gold Polish","Jewellery / Womens / black beads","3","15300","2048x2048","https://www.sreerasthusilvers.com/admin/products/GOJZ0efviRa8OQrZPAco"
"Complete","","92.5 Pure Silver Gold-Plated Fringe Mangalsutra with Hanging Yellow Stones","Jewellery / Womens / black beads","3","5400","2048x2048","https://www.sreerasthusilvers.com/admin/products/0ef5NCQqQtmQaiDuSgLD"
"Complete","","92.5 Pure Silver Gold-Plated Mangalsutra Necklace with Textured Metal Beads","Jewellery / Womens / black beads","3","3700","2048x2048","https://www.sreerasthusilvers.com/admin/products/ZNqeJybHKFYfGWCJTOff"
"Complete","","92.5 Pure Silver Gold-Plated Mangalsutra Set with Ruby Pink Stone Pendant and Earrings","Jewellery / Womens / black beads","3","6300","2048x2048","https://www.sreerasthusilvers.com/admin/products/OM1Oj5Dd8xVyBp8tGQtO"
"Complete","Same name as another product - check they are two different pieces","92.5 Pure Silver Rose Gold Black Beads Mangalsutra Set with Floral CZ Pendant & Matching Earrings","Jewellery / Womens / black beads","3","17000","2048x2048","https://www.sreerasthusilvers.com/admin/products/T1pmgVy9iAsdaQZqvMnT"
"Complete","","92.5 Pure Silver Rose Gold Black Beads Mangalsutra Set with Geometric Pendant & Matching Earrings","Jewellery / Womens / black beads","4","12900","2048x2048","https://www.sreerasthusilvers.com/admin/products/nurrv46585aDnhVo956Y"
"Complete","","92.5 Pure Sterling Silver Gold-Plated Mangalsutra Chain with Open Rectangular Pendant and Pearls","Jewellery / Womens / black beads","3","2900","2048x2048","https://www.sreerasthusilvers.com/admin/products/Bd6kJQ1vXAlWv1yacX5j"
"Complete","","92.5 Pure Sterling Silver Gold-Plated Mangalsutra with Three-Stone Heart Pendant","Jewellery / Womens / black beads","3","4900","2048x2048","https://www.sreerasthusilvers.com/admin/products/BVKgmyoI1CPR7N50kjmc"
"Complete","","92.5 Pure Sterling Silver Mangalsutra Chain with White Crystal Bar Pendant","Jewellery / Womens / black beads","3","2750","2048x2048","https://www.sreerasthusilvers.com/admin/products/QCVmch87oC0eQn8jDvzK"
"Complete","","Antique Lakshmi Motif Double Layer Black Beads 92.5 Pure Silver Festive Necklace","Jewellery / Womens / black beads","3","8200","2048x2048","https://www.sreerasthusilvers.com/admin/products/EFuS0pPi2I0zbEFsH4tS"
"Complete","","Emerald Green Teardrop Garland 92.5 Sterling Silver Gold-Polished Mangalsutra","Jewellery / Womens / black beads","5","4500","2048x2048","https://www.sreerasthusilvers.com/admin/products/1T0YKSLcC2WiR3lexBWE"
"Complete","","Enchanted Butterfly Multi-Color 92.5 Sterling Silver Gold-Polished Mangalsutra","Jewellery / Womens / black beads","3","6000","2048x2048","https://www.sreerasthusilvers.com/admin/products/HzfVB64a3Q2AT8jGpXCB"
"Complete","","shimmering Double-Strand Crystal Teardrop 92.5 Pure Silver Multi-Layer mangalsutra","Jewellery / Womens / black beads","3","4100","2048x2048","https://www.sreerasthusilvers.com/admin/products/JeziUPRJMRxgtBr7rXvW"
"Complete","","Shimmering Heart & Oval Crystal Black Beads 92.5 Pure Silver","Jewellery / Womens / black beads","4","6100","2048x2048","https://www.sreerasthusilvers.com/admin/products/aBnyNUC2CSqUs4X6Ir05"
"Complete","","Shimmering Twin-Heart ""Love"" Black Beads 92.5 Pure Silver Necklace","Jewellery / Womens / black beads","3","4900","2048x2048","https://www.sreerasthusilvers.com/admin/products/YZXPK5xJgFkg9YJ33VaQ"
"Complete","","Sunburst CZ Floral Pendant 92.5 Sterling Silver Gold-polish Mangalsutra","Jewellery / Womens / black beads","3","4400","2048x2048","https://www.sreerasthusilvers.com/admin/products/y1YvTxt75X4h1Mkz7XAS"
"Complete","","Vibrant Coral-Red Oval Garland 92.5 Sterling Silver Gold-Polished Mangalsutra","Jewellery / Womens / black beads","3","4900","2048x2048","https://www.sreerasthusilvers.com/admin/products/HWvsqUm4CL2huKnLYI2Y"
"Complete","","92.5 Sterling Silver Rose Gold Plated Micro-Pave  heart Bracelet","Jewellery / Womens / bracelets","4","6400","2048x2048","https://www.sreerasthusilvers.com/admin/products/WecLaCQSIGqHzvFAZU0n"
"Complete","","92.5 Sterling Silver Rose Gold Plated Micro-Pave Butterfly Bracelet","Jewellery / Womens / bracelets","3","5000","2048x2048","https://www.sreerasthusilvers.com/admin/products/dzVvf9tLiRtudpUEhpgG"
"Complete","","92.5 Sterling Silver Rose Gold Plated Paisley Solitaire Bracelet","Jewellery / Womens / bracelets","3","6750","2048x2048","https://www.sreerasthusilvers.com/admin/products/QNaFT40MqAUkUpY35RKd"
"Complete","","92.5 Sterling Silver Triple-Row  Bracelet – Ruby & White Stone Rose Gold Edition","Jewellery / Womens / bracelets","4","24100","2048x2048","https://www.sreerasthusilvers.com/admin/products/r6LjkIbp6ZsHHWIvUDHi"
"Complete","","92.5 Sterling Silver Triple-Row Zirconia Gents Bracelet – Rose Gold Finish","Jewellery / Womens / bracelets","4","19400","2048x2048","https://www.sreerasthusilvers.com/admin/products/rSpV6ukWrcMOxifCOc5a"
"Complete","Same name as another product - check they are two different pieces","Premium 925 Pure Silver Rose Gold Mesh Band Bracelet with Shimmering Butterflies","Jewellery / Womens / bracelets","5","7600","2048x2048","https://www.sreerasthusilvers.com/admin/products/PR5fh9JDV6m04I3IQZwB"
"Complete","Same name as another product - check they are two different pieces","Premium 925 Pure Silver Rose Gold Mesh Band Bracelet with Shimmering Butterflies","Jewellery / Womens / bracelets","5","7600","2048x2048","https://www.sreerasthusilvers.com/admin/products/Zru8eKMffPKaem18Z9Ss"
"Complete","Same name as another product - check they are two different pieces","92.5 Pure Silver Butterfly Charm Drop Chain Necklace","Jewellery / Womens / chains","4","1700","2048x2048","https://www.sreerasthusilvers.com/admin/products/K2AJOXbcLyuFt7w6kjgA"
"Complete","Same name as another product - check they are two different pieces","92.5 Pure Silver Butterfly Charm Drop Chain Necklace","Jewellery / Womens / chains","4","1900","2048x2048","https://www.sreerasthusilvers.com/admin/products/zYi5cyWGlBMy1hW1nIdV"
"Complete","","92.5 Pure Silver Dual Leaf Pendant Charm Chain","Jewellery / Womens / chains","4","2900","2752x1536","https://www.sreerasthusilvers.com/admin/products/O6rFY0BLKAOVAUV455dy"
"Complete","","92.5 Pure Silver Floral Purple Stone Charm Chain with Gold Finish | Elegant Pendant Necklace for Women","Jewellery / Womens / chains","4","3000","2048x2048","https://www.sreerasthusilvers.com/admin/products/gV7ilPE3Yiiy9Wbwo1fC"
"Complete","","92.5 Pure Silver Heart Lock & Key Charm Chain","Jewellery / Womens / chains","3","4001","2048x2048","https://www.sreerasthusilvers.com/admin/products/zQW7W9nqCHmBoKKfct8v"
"Complete","","92.5 Pure Silver LOVE Heart Charm Drop Chain Necklace","Jewellery / Womens / chains","3","2600","2048x2048","https://www.sreerasthusilvers.com/admin/products/DuVcXcWsa9vIwe58KyuN"
"Complete","","92.5 Pure Silver Premium Braided Charm Chain Necklace for Women","Jewellery / Womens / chains","4","6000","2048x2048","https://www.sreerasthusilvers.com/admin/products/GNa71Sgl4UdlbYRz5PjN"
"Complete","","92.5 Pure Silver Rose Gold Charm Chain with Celestial & Lucky Charms for Women","Jewellery / Womens / chains","4","2599.99","2048x2048","https://www.sreerasthusilvers.com/admin/products/LCavsoz6vENcJoeMyFam"
"Complete","","92.5 Pure Silver Rose Gold Heart Charm Station Chain","Jewellery / Womens / chains","4","2400","2048x2048","https://www.sreerasthusilvers.com/admin/products/9OS5xHVL1Jd1q5wQdT54"
"Complete","","92.5 Pure Sterling Silver Gold-Plated Traditional Mugappu Neck Chain for Women","Jewellery / Womens / chains","4","12700","2048x2048","https://www.sreerasthusilvers.com/admin/products/ECW8SpEWNEOcBqK2Fmmk"
"Complete","","92.5 Pure Sterling Silver Rose Gold Pendant Charm Chain with Matching Earrings","Jewellery / Womens / chains","3","4200","2048x2048","https://www.sreerasthusilvers.com/admin/products/cqpYgzpkPxCR579DZTX2"
"Complete","","92.5 Sterling Silver Celestial Heart Multi-Charm Necklace","Jewellery / Womens / chains","4","7900","2048x2048","https://www.sreerasthusilvers.com/admin/products/CQ1HLhJBf3N9RUe8Bczb"
"Complete","","92.5 Sterling Silver Cosmic Multi-Charm Drop Necklace","Jewellery / Womens / chains","4","2500","2048x2048","https://www.sreerasthusilvers.com/admin/products/KWOqvt2GwMgUOZfltBVD"
"Complete","","92.5 Sterling Silver Floral Charm Pendant Chain & Earrings Set","Jewellery / Womens / chains","4","8249.98","2048x2048","https://www.sreerasthusilvers.com/admin/products/y18cnZDD0yuaJQEzXqS3"
"Complete","","92.5 Sterling Silver Rose Gold Plated Multi-Charm Heart Necklace","Jewellery / Womens / chains","3","2400","2048x2048","https://www.sreerasthusilvers.com/admin/products/MJMUhzQwyf8N7oNgLTAq"
"Complete","","92.5 Sterling Silver Rose Gold Plated White Enamel Flower Bracelet","Jewellery / Womens / chains","3","2200","2048x2048","https://www.sreerasthusilvers.com/admin/products/r61se06vMvKvqeB8pRUY"
"Complete","Same name as another product - check they are two different pieces","92.5 Sterling Silver Rose Gold Plating Crown Multi-Charm Necklace","Jewellery / Womens / chains","3","2400","2048x2048","https://www.sreerasthusilvers.com/admin/products/XdOReUv9RuvHsrLSffrd"
"Complete","Same name as another product - check they are two different pieces","92.5 Sterling Silver Rose Gold Plating Crown Multi-Charm Necklace","Jewellery / Womens / chains","3","2800","2048x2048","https://www.sreerasthusilvers.com/admin/products/l5KAL7bfpsKrQCPlYNsn"
"Complete","","Blooming Pavé Floral Blossom 92.5 Sterling Silver Rose Gold Chain","Jewellery / Womens / chains","3","3099.98","2048x2048","https://www.sreerasthusilvers.com/admin/products/EaMWfnLD15iX7fQgY0nN"
"Complete","","Classic Heavy Four-Sided Chevron 92.5 Pure Silver Statement Chain","Jewellery / Womens / chains","3","18800","2048x2048","https://www.sreerasthusilvers.com/admin/products/zKIX3lcU9CFM6k3FZqKN"
"Complete","","Classic Heavy Rounded Textured Box 92.5 Pure Silver Statement Chain","Jewellery / Womens / chains","4","26400","2048x2048","https://www.sreerasthusilvers.com/admin/products/vooOJomOih2rDNPrlh0q"
"Complete","","Enchanted Butterfly Crystal Drop 92.5 Sterling Silver Rose Gold Chain","Jewellery / Womens / chains","4","3600","2048x2048","https://www.sreerasthusilvers.com/admin/products/yKkr5x2lv7W3lh5QOUnH"
"Complete","","Enchanted Snowflake Open Heart 92.5 Sterling Silver Rose Gold Chain","Jewellery / Womens / chains","4","3099.98","2048x2048","https://www.sreerasthusilvers.com/admin/products/Wt7TUYGK0Dzo3wT5hsS4"
"Complete","","Enchanted Twin Leaf Shimmering 92.5 Sterling Silver Luxury Pendant Chain","Jewellery / Womens / chains","4","2800","2048x2048","https://www.sreerasthusilvers.com/admin/products/OIUi2hlUVLyoMGvD54h9"
"Complete","","Luxury Baguette-Cut CZ Geometric Wave 92.5 Sterling Silver Rose Gold Chain","Jewellery / Womens / chains","4","1650","2048x2048","https://www.sreerasthusilvers.com/admin/products/QEPH5AyzcadbjZFmwlgv"
"Complete","","92.5 Pure Silver  Flower Studs with Carved Pastel Blossom, CZ Halo, and Pearl Drops","Jewellery / Womens / earrings","3","4950","2048x2048","https://www.sreerasthusilvers.com/admin/products/IIYztznqkvzypqlx25t0"
"Complete","","92.5 Pure Silver Antique Gold-Plated Lakshmi Earrings with Emerald Green Beads and Ruby Accents","Jewellery / Womens / earrings","3","5450","2048x2048","https://www.sreerasthusilvers.com/admin/products/L6AmlBrgmvEPp7N829qV"
"Complete","","92.5 Pure Silver Antique Gold-Plated Laxmi Kasu Drops with CZ Peacock Studs","Jewellery / Womens / earrings","3","3700","2048x2048","https://www.sreerasthusilvers.com/admin/products/Rjk6rPO29qItc88v0hE6"
"Complete","","92.5 Pure Silver Antique Gold-Plated Round Studs with Kemp Ruby Accents","Jewellery / Womens / earrings","3","3799.98","2048x2048","https://www.sreerasthusilvers.com/admin/products/vrqJyOabYqKZ2rDdOQf5"
"Complete","","92.5 Pure Silver Antique Gold-Plated Round Studs with Ruby and Emerald Kemp Stones","Jewellery / Womens / earrings","3","9400","2048x2048","https://www.sreerasthusilvers.com/admin/products/HLpQnfvtgkKyMwTlEPAt"
"Complete","","92.5 Pure Silver Antique Gold-Plating Ram Parivar Kasu Drops with Peacock Studs","Jewellery / Womens / earrings","3","4100","2048x2048","https://www.sreerasthusilvers.com/admin/products/29mWCqzEYMDdd4HJf9z0"
"Complete","","92.5 Pure Silver Bell Drop Earrings – Handcrafted Oxidized Designer Danglers","Jewellery / Womens / earrings","3","7750","2048x2048","https://www.sreerasthusilvers.com/admin/products/Rh9ltbb2gB3EEqqqLvsG"
"Complete","","92.5 Pure Silver Flower Studs with Pastel Pink Carved Blossom, Green Enamel Leaves, and Pearls","Jewellery / Womens / earrings","4","10000","2048x2048","https://www.sreerasthusilvers.com/admin/products/0SiHet5erPcIURytzlol"
"Complete","","92.5 Pure Silver Gold-Plated Curved Leaf Studs with Shimmering CZ Accent Stones","Jewellery / Womens / earrings","3","5400","2048x2048","https://www.sreerasthusilvers.com/admin/products/M71Nclnv4GV8wTTYNbhz"
