priority,status,product,category,price,product_page,photo_source_folder,product_id
"ok","visual match, high confidence","92.5 Pure Silver Designer Black Beads Mangalsutra Necklace with Heart Pendant for Women","Womens / black beads","8800","/product/JT3f22fceCc8fe4TlcXd","mangalsutra/Mangalsutra_047","JT3f22fceCc8fe4TlcXd"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Fringe Mangalsutra with Hanging Yellow Stones","Womens / black beads","5400","/product/0ef5NCQqQtmQaiDuSgLD","mangalsutra/Mangalsutra_023","0ef5NCQqQtmQaiDuSgLD"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Mangalsutra Set with Pink Teardrop Stone Pendant and Earrings","Womens / black beads","6000","/product/3NVWnLnaeDVIa3dZzo95","mangalsutra/Mangalsutra_022","3NVWnLnaeDVIa3dZzo95"
"ok","visual match, high confidence","92.5 Pure Silver Rose Gold Black Beads Mangalsutra Set with Floral CZ Pendant & Matching Earrings","Womens / black beads","17000","/product/T1pmgVy9iAsdaQZqvMnT","mangalsutra/Mangalsutra_054","T1pmgVy9iAsdaQZqvMnT"
"ok","visual match, high confidence","92.5 Pure Silver Rose Gold Black Beads Mangalsutra Set with Geometric Pendant & Matching Earrings","Womens / black beads","12900","/product/nurrv46585aDnhVo956Y","mangalsutra/Mangalsutra_053_RoseGoldHexagonSet","nurrv46585aDnhVo956Y"
"ok","visual match, high confidence","92.5 Pure Silver Rose Gold Tree of Life Black Beads Mangalsutra Set with Matching Earrings","Womens / black beads","12400","/product/iVm33dIUxxEQt7zd4fOi","mangalsutra/Mangalsutra_051","iVm33dIUxxEQt7zd4fOi"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold-Plated Mangalsutra Chain with Open Rectangular Pendant and Pearls","Womens / black beads","2900","/product/Bd6kJQ1vXAlWv1yacX5j","mangalsutra/Mangalsutra_010_TraditionalSet","Bd6kJQ1vXAlWv1yacX5j"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold-Plated Mangalsutra with Three-Stone Heart Pendant","Womens / black beads","4900","/product/BVKgmyoI1CPR7N50kjmc","mangalsutra/Mangalsutra_013","BVKgmyoI1CPR7N50kjmc"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Mangalsutra Chain with White Crystal Bar Pendant","Womens / black beads","2750","/product/QCVmch87oC0eQn8jDvzK","mangalsutra/Mangalsutra_030_BeadedMangalsutra","QCVmch87oC0eQn8jDvzK"
"ok","visual match, high confidence","Antique Lakshmi Motif Double Layer Black Beads 92.5 Pure Silver Festive Necklace","Womens / black beads","8200","/product/EFuS0pPi2I0zbEFsH4tS","mangalsutra/Mangalsutra_012","EFuS0pPi2I0zbEFsH4tS"
"ok","visual match, high confidence","Divine Goddess Lakshmi Temple Pendant 92.5 Sterling Silver Gold-Polished Mangalsutra","Womens / black beads","5500","/product/TcUuYXaXDYBBfOIdvqQH","mangalsutra/Mangalsutra_003_GaneshPendantRuby","TcUuYXaXDYBBfOIdvqQH"
"ok","visual match, high confidence","Enchanted Butterfly Multi-Color 92.5 Sterling Silver Gold-Polished Mangalsutra","Womens / black beads","6000","/product/HzfVB64a3Q2AT8jGpXCB","mangalsutra/Mangalsutra_009","HzfVB64a3Q2AT8jGpXCB"
"ok","visual match, high confidence","Enchanted Nature Twin-Bird Black Beads 92.5 Pure Silver Gold-polish Mangalsutra","Womens / black beads","3500","/product/YBMU0YaGciIn2Lrm1tGV","mangalsutra/Mangalsutra_015","YBMU0YaGciIn2Lrm1tGV"
"ok","visual match, high confidence","Shimmering Crown & Hoop Double-Circle Black Beads 92.5 Pure Silver Gold-Polished Mangalsutra","Womens / black beads","3500","/product/IiN9SB56JxUgjNQBdQDs","mangalsutra/Mangalsutra_028","IiN9SB56JxUgjNQBdQDs"
"ok","visual match, high confidence","shimmering Double-Strand Crystal Teardrop 92.5 Pure Silver Multi-Layer mangalsutra","Womens / black beads","4100","/product/JeziUPRJMRxgtBr7rXvW","mangalsutra/Mangalsutra_038","JeziUPRJMRxgtBr7rXvW"
"ok","visual match, high confidence","Shimmering Graduating Silver Globes Black Beads 92.5 Pure Silver","Womens / black beads","9300","/product/mCObLrDwpur7V9tdhasa","mangalsutra/Mangalsutra_037","mCObLrDwpur7V9tdhasa"
"ok","visual match, high confidence","Shimmering Graduating Silver Globes Black Beads 92.5 Pure Silver","Womens / black beads","4100","/product/mTgFQYHHE9t0kKX9UT5p","mangalsutra/Mangalsutra_037","mTgFQYHHE9t0kKX9UT5p"
"ok","visual match, high confidence","Shimmering Heart & Oval Crystal Black Beads 92.5 Pure Silver","Womens / black beads","6100","/product/aBnyNUC2CSqUs4X6Ir05","mangalsutra/Mangalsutra_008_TraditionalSet","aBnyNUC2CSqUs4X6Ir05"
"ok","visual match, high confidence","Shimmering Pear-Cut Double Layer Black Beads 92.5 Pure Silver mangalsutra","Womens / black beads","5000","/product/lJz14FgSLnMPenDcv3St","mangalsutra/Mangalsutra_026","lJz14FgSLnMPenDcv3St"
"ok","visual match, high confidence","Shimmering Twin-Heart ""Love"" Black Beads 92.5 Pure Silver Necklace","Womens / black beads","4900","/product/YZXPK5xJgFkg9YJ33VaQ","mangalsutra/Mangalsutra_007","YZXPK5xJgFkg9YJ33VaQ"
"ok","visual match, high confidence","Sunburst CZ Floral Pendant 92.5 Sterling Silver Gold-polish Mangalsutra","Womens / black beads","4400","/product/y1YvTxt75X4h1Mkz7XAS","mangalsutra/Mangalsutra_019_StarburstPendantMangalsutra","y1YvTxt75X4h1Mkz7XAS"
"ok","visual match, high confidence","Vibrant Coral-Red Oval Garland 92.5 Sterling Silver Gold-Polished Mangalsutra","Womens / black beads","4900","/product/HWvsqUm4CL2huKnLYI2Y","mangalsutra/Mangalsutra_035","HWvsqUm4CL2huKnLYI2Y"
"ok","visual match, high confidence","92.5 Sterling Silver Rose Gold Plated Micro-Pave Butterfly Bracelet","Womens / bracelets","5000","/product/dzVvf9tLiRtudpUEhpgG","ss/l bracelets/L_Bracelet_Product_13","dzVvf9tLiRtudpUEhpgG"
"ok","visual match, high confidence","Premium 925 Pure Silver Rose Gold Mesh Band Bracelet with Shimmering Butterflies","Womens / bracelets","7600","/product/PR5fh9JDV6m04I3IQZwB","ss/l bracelets/L_Bracelet_Product_16","PR5fh9JDV6m04I3IQZwB"
"ok","visual match, high confidence","Premium 925 Pure Silver Rose Gold Mesh Band Bracelet with Shimmering Butterflies","Womens / bracelets","7600","/product/Zru8eKMffPKaem18Z9Ss","ss/l bracelets/L_Bracelet_Product_16","Zru8eKMffPKaem18Z9Ss"
"ok","visual match, high confidence","92.5 Pure Silver LOVE Heart Charm Drop Chain Necklace","Womens / chains","2600","/product/DuVcXcWsa9vIwe58KyuN","ss/charm chains/Charm_Chain_Product_10","DuVcXcWsa9vIwe58KyuN"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold-Plated Traditional Mugappu Neck Chain for Women","Womens / chains","12700","/product/ECW8SpEWNEOcBqK2Fmmk","ss/g chains/G_Chain_Product_18_92.5 Pure Sterling Silver Gold-Plated Traditional Mugappu Neck Chain","ECW8SpEWNEOcBqK2Fmmk"
"ok","visual match, high confidence","Classic Heavy Rounded Textured Box 92.5 Pure Silver Statement Chain","Womens / chains","26400","/product/vooOJomOih2rDNPrlh0q","ss/g chains/G_Chain_Product_17_Classic Heavy Rounded Textured Box 92.5 Pure Silver Statement Chain","vooOJomOih2rDNPrlh0q"
"ok","visual match, high confidence","92.5 Pure Silver Antique Gold-Plated Lakshmi Earrings with Emerald Green Beads and Ruby Accents","Womens / earrings","5450","/product/L6AmlBrgmvEPp7N829qV","ss/earrings/Earring_070","L6AmlBrgmvEPp7N829qV"
"ok","visual match, high confidence","92.5 Pure Silver Antique Gold-Plated Laxmi Kasu Drops with CZ Peacock Studs","Womens / earrings","3700","/product/Rjk6rPO29qItc88v0hE6","ss/earrings/Earring_058","Rjk6rPO29qItc88v0hE6"
"ok","visual match, high confidence","92.5 Pure Silver Antique Gold-Plated Round Studs with Kemp Ruby Accents","Womens / earrings","3799.98","/product/vrqJyOabYqKZ2rDdOQf5","ss/earrings/Earring_069","vrqJyOabYqKZ2rDdOQf5"
"ok","visual match, high confidence","92.5 Pure Silver Antique Gold-Plated Round Studs with Ruby and Emerald Kemp Stones","Womens / earrings","9400","/product/HLpQnfvtgkKyMwTlEPAt","ss/earrings/Earring_081","HLpQnfvtgkKyMwTlEPAt"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Clover Studs with Ruby Pink Kemp and CZ Accents","Womens / earrings","3650","/product/cTaryIpEWSBPUxf4VV1N","ss/earrings/Earring_072","cTaryIpEWSBPUxf4VV1N"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Curved Leaf Studs with Shimmering CZ Accent Stones","Womens / earrings","5400","/product/M71Nclnv4GV8wTTYNbhz","ss/earrings/Earring_060","M71Nclnv4GV8wTTYNbhz"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Dangle Earrings with Shimmering White CZ and Pink Bead Drops","Womens / earrings","5100","/product/l7wz5sfyaIbct0QoCYsw","ss/earrings/Earring_082","l7wz5sfyaIbct0QoCYsw"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Flower Studs with Shimmering CZ Stoness","Womens / earrings","4950","/product/71MpAifXJUfHaiWK8nYc","ss/earrings/Earring_056","71MpAifXJUfHaiWK8nYc"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Goddess Lakshmi Studs with Kemp Ruby Stones","Womens / earrings","3800","/product/DOxS9BxILAOmQFegnUk3","ss/earrings/Earring_057","DOxS9BxILAOmQFegnUk3"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Goddess Lakshmi Studs with Shimmering CZ Halo","Womens / earrings","8800","/product/7J5G6xdLqLUvD7u9awQn","ss/earrings/Earring_071","7J5G6xdLqLUvD7u9awQn"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Rhombus Dangle Earrings with Emerald Green and White CZ Stones","Womens / earrings","5200","/product/GmuDRtERhdhso4FTYQtU","ss/earrings/Earring_076","GmuDRtERhdhso4FTYQtU"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Traditional Drops with Ruby Pink Kemp and CZ Cluster Stones","Womens / earrings","6500","/product/a1VHJuials1pnffEnkrB","ss/earrings/Earring_083","a1VHJuials1pnffEnkrB"
"ok","visual match, high confidence","92.5 Pure Silver Rose Gold Designer Stud Earrings with Sparkling CZ Stones","Womens / earrings","3450","/product/C7BBkxfTbJgZWRdFS7Sp","ss/earrings/Earring_051","C7BBkxfTbJgZWRdFS7Sp"
"ok","visual match, high confidence","92.5 Pure Silver Rose Gold Pendant Set with Icy Blue Stone and CZ Accents","Womens / earrings","13600","/product/rNNLQtnb5JYtFnWR20Pk","pendants/Pendant_005","rNNLQtnb5JYtFnWR20Pk"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold-Plated Floral Drop Earrings | CZ Stone Elegant Designer Earrings for Women","Womens / earrings","2600","/product/aM6tZUm20zdWIDqbVlFE","ss/earrings/Earring_037","aM6tZUm20zdWIDqbVlFE"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold-Plated Floral Drop Stud Earrings | CZ Stone Designer Earrings for Women","Womens / earrings","2650","/product/NX9eJd5YSWrgUYeF5ptm","ss/earrings/Earring_036","NX9eJd5YSWrgUYeF5ptm"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold-Plated Geometric Drop Stud Earrings | CZ & Emerald Stone Designer Earrings for Women","Womens / earrings","2100","/product/OjdAPFOa1KxQ0elt0wy6","ss/earrings/Earring_038","OjdAPFOa1KxQ0elt0wy6"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold-Plated Ruby CZ Jhumka Earrings | Traditional Designer Jhumkas for Women","Womens / earrings","6500","/product/qQQdmY83qAeYKLYvfE0I","ss/earrings/Earring_040","qQQdmY83qAeYKLYvfE0I"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Gold-Plated Star Tassel Stud Earrings | CZ Stone Celestial Designer Earrings for Women","Womens / earrings","3100","/product/oSGrhJGIwaoKPqqA4gsx","ss/earrings/Earring_041","oSGrhJGIwaoKPqqA4gsx"
"ok","visual match, high confidence","92.5 Silver Ombré Heart Studs","Womens / earrings","3700","/product/K9RP61mfCJ1IfDUtwqWT","ss/earrings/Earring_006_92.5 Silver Ombre Heart Studs Blue","K9RP61mfCJ1IfDUtwqWT"
"ok","visual match, high confidence","92.5 Sterling Silver Rose Gold Crystal Heart Stud Earrings","Womens / earrings","5100","/product/bXMetv3MQOC0GDRqSlZF","ss/earrings/Earring_049","bXMetv3MQOC0GDRqSlZF"
"ok","visual match, high confidence","92.5 Sterling Silver Rose Gold Temple Bell Drop Earrings","Womens / earrings","6100","/product/NTOF67PWNgr3hYP59gk0","ss/earrings/Earring_050","NTOF67PWNgr3hYP59gk0"
"ok","visual match, high confidence","Classic Goddess Lakshmi Carved Nakshi Silver Jhumka Earrings","Womens / earrings","14199.99","/product/mNoMeWWzrXueKbkvQAjo","ss/earrings/Earring_104","mNoMeWWzrXueKbkvQAjo"
"ok","visual match, high confidence","Crystal-Crusted Eiffel Tower Earrings ✨","Womens / earrings","4900","/product/ljJ4tHTJJHI044JZEXNj","ss/earrings/Earring_017_EiffelTower","ljJ4tHTJJHI044JZEXNj"
"ok","visual match, high confidence","Divine Goddess Lakshmi Carved Nakshi Silver Jhumka Earrings","Womens / earrings","14000","/product/nthua0SX3bew2CqnxIPT","ss/earrings/Earring_092","nthua0SX3bew2CqnxIPT"
"ok","visual match, high confidence","Divine Leaf Motif Carved Nakshi Silver Jhumka Earrings","Womens / earrings","10500","/product/BoTi7Yd8YT14JycJR06k","ss/earrings/Earring_099","BoTi7Yd8YT14JycJR06k"
"ok","visual match, high confidence","Divine Teardrop Ruby Stud Nakshi Silver Jhumka Earrings","Womens / earrings","13600","/product/OxI9zm46DRcPbEvS9P5f","ss/earrings/Earring_094","OxI9zm46DRcPbEvS9P5f"
"ok","visual match, high confidence","Divine Teardrop Ruby Stud Nakshi Silver Jhumka Earrings","Womens / earrings","13199.98","/product/tiGFxJ0Pl30uBnAHrq81","ss/earrings/Earring_095","tiGFxJ0Pl30uBnAHrq81"
"ok","visual match, high confidence","Heritage Antique Circular Gold Polish Studs with Emerald Green Stone","Womens / earrings","5950","/product/N4XUnrARBZsFgyQKYNNJ","ss/earrings/Earring_026","N4XUnrARBZsFgyQKYNNJ"
"ok","visual match, high confidence","Heritage Emerald & CZ Filigree Ear Studs with Pearl Droplets","Womens / earrings","9200","/product/GoglsZFdBTq9WbA33243","ss/earrings/Earring_024","GoglsZFdBTq9WbA33243"
"ok","visual match, high confidence","Heritage Emerald & Pearl Floral Chakra Tops – 92.5 Sterling Silver","Womens / earrings","7549.98","/product/7z4NSIFNpyygkoRw6tUr","ss/earrings/Earring_032","7z4NSIFNpyygkoRw6tUr"
"ok","visual match, high confidence","Royal Blue Sapphire Oval Halo Stud Earrings in 92.5 Sterling Silver","Womens / earrings","5550","/product/Tq10mUs7NXS137WeyTvG","ss/earrings/Earring_055","Tq10mUs7NXS137WeyTvG"
"ok","visual match, high confidence","Royal Pagadam (Coral) Style Shimmering Cubic Zirconia Drop Earrings","Womens / earrings","11150","/product/Sy849UvChlZCRqdGZGiB","ss/earrings/Earring_111","Sy849UvChlZCRqdGZGiB"
"ok","visual match, high confidence","Royal Temple Style Emerald Bead & Pearl Cluster Hanging Jhumkis","Womens / earrings","12350","/product/YDoy9dTqIAdZ0fijj0QZ","ss/earrings/Earring_090","YDoy9dTqIAdZ0fijj0QZ"
"ok","visual match, high confidence","Royal Temple Style Gaja Motif & Faceted Ruby Bead Hanging Jhumkis","Womens / earrings","11600","/product/JLgCBrUuAH9rOuJxvnNv","ss/earrings/Earring_107","JLgCBrUuAH9rOuJxvnNv"
"ok","visual match, high confidence","Serpentine Shimmer 925 Silver Contemporary Drop Earrings","Womens / earrings","2900","/product/mWUEXOB63i5VOdFo2kCA","ss/earrings/Earring_054","mWUEXOB63i5VOdFo2kCA"
"ok","visual match, high confidence","Silver Gold Polish Antique Floral Nakshi Jhumkas with Ruby Beads","Womens / earrings","10900","/product/Hvw7LULeH4EmDSUXLlvt","ss/earrings/Earring_103","Hvw7LULeH4EmDSUXLlvt"
"ok","visual match, high confidence","Silver Gold Polish Antique Mango Nakshi Jhumkas with Ruby Beads","Womens / earrings","9400","/product/lqd9PjiWwzYNr8Q8ELfH","ss/earrings/Earring_106","lqd9PjiWwzYNr8Q8ELfH"
"ok","visual match, high confidence","Silver Gold Polish Antique Teardrop Emerald Nakshi Jhumkas","Womens / earrings","13500","/product/xvfmD2vOIBlScvOefsZj","ss/earrings/Earring_097","xvfmD2vOIBlScvOefsZj"
"ok","visual match, high confidence","Silver Gold Polish Lakshmi CZ Stud Jhumkas with Ruby Drops","Womens / earrings","27900","/product/VEFzxj1En0fRy32a4qOm","ss/earrings/Earring_105","VEFzxj1En0fRy32a4qOm"
"ok","visual match, high confidence","Silver Gold Polish Lakshmi Stud Ruby & CZ Jhumkas","Womens / earrings","12000","/product/i7cahMlcbdFOMBSr3Rsm","ss/earrings/Earring_102","i7cahMlcbdFOMBSr3Rsm"
"ok","visual match, high confidence","Silver Gold Polish Lakshmi Temple Earrings with CZ Frame","Womens / earrings","13400","/product/13kdOi4DKtBjpxGNV0XZ","ss/earrings/Earring_109","13kdOi4DKtBjpxGNV0XZ"
"ok","visual match, high confidence","Silver Gold Polish Royal CZ Chandbali Earrings with Ruby Drops","Womens / earrings","16250","/product/oulk264XhgOzWla2XZ5a","ss/earrings/Earring_108","oulk264XhgOzWla2XZ5a"
"ok","visual match, high confidence","Traditional Kemp & Pearl Floral Square Tops – 92.5 Sterling Silver","Womens / earrings","6400","/product/KTfMvWGi2C3qbOacTd9O","ss/earrings/Earring_023","KTfMvWGi2C3qbOacTd9O"
"ok","visual match, high confidence","Traditional Kemp & Pearl Floral Square Tops – 92.5 Sterling Silver","Womens / earrings","6400","/product/Mc2IXsJ0fNqMDEeSOTJa","ss/earrings/Earring_023","Mc2IXsJ0fNqMDEeSOTJa"
"ok","visual match, high confidence","Vintage Floral Halo Princess-Cut Zirconia Studs in 92.5 Sterling Silver","Womens / earrings","5400","/product/EqF1mDsxC6c1UASHeSEo","ss/earrings/Earring_052","EqF1mDsxC6c1UASHeSEo"
"ok","visual match, high confidence","92.5 Pure Sterling Silver Floral Square Stud Earrings | CZ Stone Designer Studs for Women","Womens / kaans","2700","/product/TW4P4U8l2FUM0jB8sDqM","ss/kaan/Kaan_Product_13","TW4P4U8l2FUM0jB8sDqM"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Open Heart & Halo CZ Ladies Kada | Adjustable Designer Bracelet","Womens / kada","7700","/product/kFWcRJfi1wIICF8rRxqH","ss/bangles/Bangle_Product_32","kFWcRJfi1wIICF8rRxqH"
"ok","visual match, high confidence","92.5 Pure Silver Rose Gold Floral Ruby CZ Open Kada for Women | Adjustable Designer Bracelet","Womens / kada","3800","/product/ZfhtnBQjmem2dT1FuuWG","ss/l bracelets/L_Bracelet_Product_20","ZfhtnBQjmem2dT1FuuWG"
"ok","visual match, high confidence","92.5 Pure Silver Rose Gold Panther Lock Kada for Women | Designer CZ Bracelet","Womens / kada","12900","/product/AIm4ExVBx5XGt4C67P1o","ss/l bracelets/L_Bracelet_Product_18","AIm4ExVBx5XGt4C67P1o"
"ok","visual match, high confidence","92.5 Pure Silver Gold Polish Minimalist Designer Kante Necklace | Elegant Daily Wear Silver Choker","Womens / kante","4500","/product/0HAIf8pvJBBTFFYboZWK","ss/kante/Kante_Product_02","0HAIf8pvJBBTFFYboZWK"
"ok","visual match, high confidence","92.5 Pure Silver Gold Polish Premium Designer Kante Necklace | Elegant Traditional Silver Choker","Womens / kante","14750","/product/rhbohIQQkqbrulHWFaJn","ss/kante/Kante_Product_01","rhbohIQQkqbrulHWFaJn"
"ok","visual match, high confidence","Avant-Garde Diamond-Cut White CZ Abstract Festive Silver Set","Womens / Necklace","12900","/product/9BJEJRalw0cjJZ9swQrR","rose gold and fancy necklaces/Necklace_036","9BJEJRalw0cjJZ9swQrR"
"ok","visual match, high confidence","Double Teardrop Emerald Diamond Style Delicate Long Necklace","Womens / Necklace","21450","/product/kG8tU5E1g7vxzqmWNBNF","ss/dia replica/Dia_Replica_Product_06","kG8tU5E1g7vxzqmWNBNF"
"ok","visual match, high confidence","Elegant Rose Pink Stone & Pearl Floral Vine Silver Haram Set","Womens / Necklace","35100","/product/6Njdaf8akhRu6DmADaxy","rose gold and fancy necklaces/Necklace_031","6Njdaf8akhRu6DmADaxy"
"ok","visual match, high confidence","Elite Rose Gold Interlocking Infinity Scroll CZ Choker Set","Womens / Necklace","17300","/product/5y4Fp4ygvoKDDjT3gfET","rose gold and fancy necklaces/Necklace_037","5y4Fp4ygvoKDDjT3gfET"
"ok","visual match, high confidence","Elite Rose Gold Polish Marquise CZ Leafy Vine Necklace Set","Womens / Necklace","10299.99","/product/nCrQkcSwpwBAfq0Ia32B","rose gold and fancy necklaces/Necklace_012","nCrQkcSwpwBAfq0Ia32B"
"ok","visual match, high confidence","Elite Rose Gold Polish Matte & Magenta Textured Enamel Set","Womens / Necklace","16600","/product/r4tJujI4Huj6idwPeVhS","rose gold and fancy necklaces/Necklace_022","r4tJujI4Huj6idwPeVhS"
"ok","visual match, high confidence","Elite Rose Gold Silver Choker Set with Mint CZ Accents","Womens / Necklace","11300","/product/1KANAskVy4S7V71jk7hB","rose gold and fancy necklaces/Necklace_008","1KANAskVy4S7V71jk7hB"
"ok","visual match, high confidence","Elite Rose Gold Silver Honeycomb Teardrop Pendant Set","Womens / Necklace","16000","/product/ucm9FesWttTxwP54qn01","rose gold and fancy necklaces/Necklace_038","ucm9FesWttTxwP54qn01"
"ok","visual match, high confidence","Enamelled Butterfly Dreams 925 Pure Silver Necklace & Earrings Set","Womens / Necklace","18400","/product/3bbYANoEVRf5iLJkAb3c","rose gold and fancy necklaces/Necklace_062","3bbYANoEVRf5iLJkAb3c"
"ok","visual match, high confidence","Enchanted Garden Multi-Color Rose & CZ Silver Necklace Set","Womens / Necklace","16500","/product/ssYmzQoAfGqOUVE3JGS1","rose gold and fancy necklaces/Necklace_025","ssYmzQoAfGqOUVE3JGS1"
"ok","visual match, high confidence","Gold-Polished Silver Shimmering CZ Diamond & Emerald Scalloped necklace","Womens / Necklace","25600","/product/DacsRqWyxoYnqqQhta7x","ss/dia replica/Dia_Replica_Product_02","DacsRqWyxoYnqqQhta7x"
"ok","visual match, high confidence","Radiant Floral Pendant Necklace Set in 92.5 Sterling Silver with Rose Gold Polish","Womens / Necklace","13900","/product/InFRQZR0DaNXqaOV9W9p","rose gold and fancy necklaces/Necklace_046","InFRQZR0DaNXqaOV9W9p"
"ok","visual match, high confidence","Royal Gold Polish Silver Dainty Ruby Center Floral Scallop Diamond Style Long Necklace","Womens / Necklace","16150","/product/W0zwz9ksFdxildSpXKT4","ss/dia replica/Dia_Replica_Product_04","W0zwz9ksFdxildSpXKT4"
"ok","visual match, high confidence","Royal Navaratna Inspired Multi-Gem Silver Choker with Pearl Clusters","Womens / Necklace","18350","/product/UgpGxiJiugwEqnO8FNn0","set2/Set_005_RainbowGemstoneNecklace","UgpGxiJiugwEqnO8FNn0"
"ok","visual match, high confidence","Shimmering Cubic Zirconia Double Step Necklace with Royal Blue Accents","Womens / Necklace","21400","/product/QBMPy1D4yijLXXHAMfEN","rose gold and fancy necklaces/Necklace_006","QBMPy1D4yijLXXHAMfEN"
"ok","visual match, high confidence","Shimmering White & Blue CZ Blossom Chain Festive Silver Necklace","Womens / Necklace","12100","/product/fHOeI3cMenYG1xNJTNbo","rose gold and fancy necklaces/Necklace_021","fHOeI3cMenYG1xNJTNbo"
"ok","visual match, high confidence","Whimsical Maroon Enamel Floral Vine Festive Rose Gold Set","Womens / Necklace","18100","/product/BwNa90YnPEvlImxwx1dL","rose gold and fancy necklaces/Necklace_035","BwNa90YnPEvlImxwx1dL"
"ok","visual match, high confidence","Antique Oxidized Sterling Silver Ganesha Peepal Leaf Medallion Pendant","Womens / PENDENT","10000","/product/XunySPPgxPcGMJcIGKpR","pendants/Pendant_088_GaneshaPendant","XunySPPgxPcGMJcIGKpR"
"ok","visual match, high confidence","Antique Oxidized Sterling Silver Lord Ganesha Lotus Pendant","Womens / PENDENT","4850","/product/1L1pkMjc9LS66Z3Qki9M","pendants/Pendant_084_GaneshaPendant","1L1pkMjc9LS66Z3Qki9M"
"ok","visual match, high confidence","Antique Silver Mahadev Tripundra Spear Statement Talisman Pendant","Womens / PENDENT","3100","/product/25hgTvFfQCSdsJhI7xjD","pendants/Pendant_091","25hgTvFfQCSdsJhI7xjD"
"ok","visual match, high confidence","Classic Silver Gold Polish Nakshi Balaji Bar Pendant with Emerald & CZ Crescent Frame","Womens / PENDENT","4000","/product/D9eFcjCYYVdX9MYZweyu","pendants/Pendant_061","D9eFcjCYYVdX9MYZweyu"
"ok","visual match, high confidence","Classic silver Nakshi Lakshmi Bar gold polish Pendant with Twin Ruby Kemp Motifs","Womens / PENDENT","6000","/product/9y22LBgi0bxDGAn5ijzn","pendants/Pendant_052","9y22LBgi0bxDGAn5ijzn"
"ok","visual match, high confidence","Grand Divine Lakshmi Lotus Motif Silver Mugappu silver gold polish Pendant with Ruby Accents","Womens / PENDENT","11400","/product/tNg9biDsBbifEfxhjkJa","pendants/Pendant_071","tNg9biDsBbifEfxhjkJa"
"ok","visual match, high confidence","Majestic CZ & Polki Encrusted Ram Parivar Temple Pendant with Emerald Accent","Womens / PENDENT","16800","/product/IOzgZ4kmTCVrb9JrRvcY","pendants/Pendant_024","IOzgZ4kmTCVrb9JrRvcY"
"ok","visual match, high confidence","Majestic CZ & Ruby Chakra-Style Statement Pendant with Radiating Pearls","Womens / PENDENT","22399.98","/product/wSE2lkcod8JrUm4rNZ8f","pendants/Pendant_047","wSE2lkcod8JrUm4rNZ8f"
"ok","visual match, high confidence","Majestic Diamond-Cut CZ Curved Silver Gold Polish Pendant with Emerald Clusters","Womens / PENDENT","9000","/product/RxgM6kNlsLNhx0va79JR","pendants/Pendant_068","RxgM6kNlsLNhx0va79JR"
"ok","visual match, high confidence","Majestic Diamond-Cut CZ Curved silver gold polish Pendant with Ruby Clusters","Womens / PENDENT","6300","/product/zAQOlA4EL5IT6SCl3C4q","pendants/Pendant_073","zAQOlA4EL5IT6SCl3C4q"
"ok","visual match, high confidence","Majestic Polki & CZ Encrusted Vinayaka Motif Pendant with Peacock Borders","Womens / PENDENT","11100","/product/18Xzi0TAAmnaQ5ZZBptO","pendants/Pendant_053_GaneshPendant","18Xzi0TAAmnaQ5ZZBptO"
"ok","visual match, high confidence","Polki & CZ Encrusted Vinayaka Motif Pendant with Emerald Drops","Womens / PENDENT","16499.98","/product/wN0zCrDGQoUTSqrccicj","pendants/Pendant_050_GaneshaPendant","wN0zCrDGQoUTSqrccicj"
"ok","visual match, high confidence","Royal Antique Silver Gold Polish Lakshmi Quad-Peacock Pendant","Womens / PENDENT","9300","/product/yVS1y16KszJDLSgpkPwc","pendants/Pendant_054","yVS1y16KszJDLSgpkPwc"
"ok","visual match, high confidence","Royal Silver Gold Polish Goddess Lakshmi Circular Temple Pendant with Shimmering White CZ Halo","Womens / PENDENT","5700","/product/oTNLFR6Ny7DasYZnKM5O","pendants/Pendant_055_LakshmiPendant","oTNLFR6Ny7DasYZnKM5O"
"ok","visual match, high confidence","Silver Gold Polish Krishna Flute & Peacock Feather Pendant","Womens / PENDENT","3600","/product/IFEk4v5RRmqrTfUCG9Fx","pendants/Pendant_037_KrishnaPendant","IFEk4v5RRmqrTfUCG9Fx"
